id,method,name,folder,ontology,domain,problem,reasoning_time,planning_time,total_time,plan_length,analyzed_states,ontology_axioms,hooks,fluents,repairs
411,om_planning,blocksworld8-0,../examples/blocksworld/8-0,blocks.ttl,blocks.pddl,blocksProblem8-0.pddl,4.673525146,951.454964874,956.16247862,16,243676380,23,1,8,
412,om_planning,blocksworld8-1,../examples/blocksworld/8-1,blocks.ttl,blocks.pddl,blocksProblem8-1.pddl,4.821773065,806.647373668,811.501223731,16,210039111,23,1,8,
413,om_planning,blocksworld8-2,../examples/blocksworld/8-2,blocks.ttl,blocks.pddl,blocksProblem8-2.pddl,4.834917699, >1796, -,-,-,23,1,8,
414,om_planning,blocksworld9-0,../examples/blocksworld/9-0,blocks.ttl,blocks.pddl,blocksProblem9-0.pddl,6.194138241, >1794, -,-,-,25,1,9,
415,om_planning,blocksworld9-1,../examples/blocksworld/9-1,blocks.ttl,blocks.pddl,blocksProblem9-1.pddl,6.225705674,ERROR, -,-,-,25,1,9,
416,om_planning,blocksworld9-2,../examples/blocksworld/9-2,blocks.ttl,blocks.pddl,blocksProblem9-2.pddl,6.475802328,ERROR, -,-,-,25,1,9,
417,om_planning,blocksworld10-0,../examples/blocksworld/10-0,blocks.ttl,blocks.pddl,blocksProblem10-0.pddl,6.513872553,ERROR, -,-,-,27,1,10,
418,om_planning,blocksworld10-1,../examples/blocksworld/10-1,blocks.ttl,blocks.pddl,blocksProblem10-1.pddl,6.123078022,ERROR, -,-,-,27,1,10,
419,om_planning,blocksworld10-2,../examples/blocksworld/10-2,blocks.ttl,blocks.pddl,blocksProblem10-2.pddl,6.414292355,ERROR, -,-,-,27,1,10,
420,om_planning,pipesA-4,../examples/pipes/A-4,pipesA-4.ttl,pipes.pddl,pipesProblemA-4.pddl,6.192618842,0.396892593,6.640801573, no plan,192,163,16,33,
421,horn_planning,pipesA-4,../examples/horn_pipes/A-4,pipes.ttl,pipes.pddl,pipesProblemA-4.pddl,1.324627353,0.305289492,1.647800533, no plan,192,-,-,-,-
422,om_planning,pipesA-5,../examples/pipes/A-5,pipesA-5.ttl,pipes.pddl,pipesProblemA-5.pddl,8.436636333,0.515664108,8.989893849,20,72689,225,28,54,
423,horn_planning,pipesA-5,../examples/horn_pipes/A-5,pipes.ttl,pipes.pddl,pipesProblemA-5.pddl,0.987243247,11.347151672,12.349610003,20,230767,-,-,-,-
424,om_planning,pipesA-6,../examples/pipes/A-6,pipesA-6.ttl,pipes.pddl,pipesProblemA-6.pddl,12.106454808,3.283966692,15.431034424,21,602413,288,45,76,
425,horn_planning,pipesA-6,../examples/horn_pipes/A-6,pipes.ttl,pipes.pddl,pipesProblemA-6.pddl,0.932035589,56.31327194,57.262066356,21,634734,-,-,-,-
426,om_planning,pipesA-7,../examples/pipes/A-7,pipesA-7.ttl,pipes.pddl,pipesProblemA-7.pddl,13.593961207,7.404375849,21.043969245,21,1179859,353,59,104,
427,horn_planning,pipesA-7,../examples/horn_pipes/A-7,pipes.ttl,pipes.pddl,pipesProblemA-7.pddl,1.006250536,210.229249497,211.251039894,21,1959566,-,-,-,-
428,om_planning,pipesA-8,../examples/pipes/A-8,pipesA-8.ttl,pipes.pddl,pipesProblemA-8.pddl,24.48446441,42.806983454,67.348097737,21,7548522,434,74,134,
429,horn_planning,pipesA-8,../examples/horn_pipes/A-8,pipes.ttl,pipes.pddl,pipesProblemA-8.pddl,0.97777012, >1800, -,-,-,-,-,-,-
430,om_planning,pipesA-9,../examples/pipes/A-9,pipesA-9.ttl,pipes.pddl,pipesProblemA-9.pddl,45.817281891,110.871169184,156.760396915,21,17297553,535,92,169,
431,horn_planning,pipesA-9,../examples/horn_pipes/A-9,pipes.ttl,pipes.pddl,pipesProblemA-9.pddl,0.964730338, >1800, -,-,-,-,-,-,-
432,om_planning,pipesA-10,../examples/pipes/A-10,pipesA-10.ttl,pipes.pddl,pipesProblemA-10.pddl,54.594330213,150.765442479,205.434966458,21,23658273,623,111,207,
433,horn_planning,pipesA-10,../examples/horn_pipes/A-10,pipes.ttl,pipes.pddl,pipesProblemA-10.pddl,0.980366136, >1800, -,-,-,-,-,-,-
434,om_planning,pipesB-4,../examples/pipes/B-4,pipesB-4.ttl,pipes.pddl,pipesProblemB-4.pddl,6.041099482,0.171013603,6.248649706,11,447,161,20,33,
435,horn_planning,pipesB-4,../examples/horn_pipes/B-4,pipes.ttl,pipes.pddl,pipesProblemB-4.pddl,1.056121675,0.344472522,1.416888205,11,434,-,-,-,-
436,om_planning,pipesB-5,../examples/pipes/B-5,pipesB-5.ttl,pipes.pddl,pipesProblemB-5.pddl,6.798925621,0.206173665,7.044180932,13,1471,209,29,53,
437,horn_planning,pipesB-5,../examples/horn_pipes/B-5,pipes.ttl,pipes.pddl,pipesProblemB-5.pddl,1.001906646,0.423180379,1.440773024,13,2624,-,-,-,-
438,om_planning,pipesB-6,../examples/pipes/B-6,pipesB-6.ttl,pipes.pddl,pipesProblemB-6.pddl,9.378695128,0.229976049,9.650932807,14,6673,271,41,75,
439,horn_planning,pipesB-6,../examples/horn_pipes/B-6,pipes.ttl,pipes.pddl,pipesProblemB-6.pddl,1.012376632,0.721833629,1.748757153,14,6752,-,-,-,-
440,om_planning,pipesB-7,../examples/pipes/B-7,pipesB-7.ttl,pipes.pddl,pipesProblemB-7.pddl,15.850436602,178.409403731,194.312838004,32,22688859,357,54,103,
441,horn_planning,pipesB-7,../examples/horn_pipes/B-7,pipes.ttl,pipes.pddl,pipesProblemB-7.pddl,0.992888939, >1800, -,-,-,-,-,-,-
442,om_planning,pipesB-8,../examples/pipes/B-8,pipesB-8.ttl,pipes.pddl,pipesProblemB-8.pddl,22.850036753,1246.983382782,1269.884690789,33,176768579,442,71,133,
443,horn_planning,pipesB-8,../examples/horn_pipes/B-8,pipes.ttl,pipes.pddl,pipesProblemB-8.pddl,1.00491859, >1799, -,-,-,-,-,-,-
444,om_planning,pipesB-9,../examples/pipes/B-9,pipesB-9.ttl,pipes.pddl,pipesProblemB-9.pddl,80.448517883, >1720, -,-,-,537,88,168,
445,horn_planning,pipesB-9,../examples/horn_pipes/B-9,pipes.ttl,pipes.pddl,pipesProblemB-9.pddl,1.139484714, >1799, -,-,-,-,-,-,-
446,om_planning,pipesB-10,../examples/pipes/B-10,pipesB-10.ttl,pipes.pddl,pipesProblemB-10.pddl,96.388521799, >1704, -,-,-,619,110,206,
447,horn_planning,pipesB-10,../examples/horn_pipes/B-10,pipes.ttl,pipes.pddl,pipesProblemB-10.pddl,1.056061366, >1799, -,-,-,-,-,-,-
448,om_planning,pipesC-4,../examples/pipes/C-4,pipesC-4.ttl,pipes.pddl,pipesProblemC-4.pddl,5.265033967,0.176298031,5.473220014,12,213,152,16,34,
449,horn_planning,pipesC-4,../examples/horn_pipes/C-4,pipes.ttl,pipes.pddl,pipesProblemC-4.pddl,0.995270526,0.2985941,1.308188757,12,638,-,-,-,-
450,om_planning,pipesC-5,../examples/pipes/C-5,pipesC-5.ttl,pipes.pddl,pipesProblemC-5.pddl,6.836631046,0.184911068,7.064239547,15,2250,209,26,52,
451,horn_planning,pipesC-5,../examples/horn_pipes/C-5,pipes.ttl,pipes.pddl,pipesProblemC-5.pddl,0.970008624,0.424943401,1.410505256,15,3690,-,-,-,-
452,om_planning,pipesC-6,../examples/pipes/C-6,pipesC-6.ttl,pipes.pddl,pipesProblemC-6.pddl,8.713180579,0.28148105,9.038138427, no plan,16384,269,37,75,
453,horn_planning,pipesC-6,../examples/horn_pipes/C-6,pipes.ttl,pipes.pddl,pipesProblemC-6.pddl,1.037353019,2.356027723,3.410608189, no plan,32768,-,-,-,-
454,om_planning,pipesC-7,../examples/pipes/C-7,pipesC-7.ttl,pipes.pddl,pipesProblemC-7.pddl,10.920323217,0.358775378,11.316614613, no plan,40960,331,50,102,
455,horn_planning,pipesC-7,../examples/horn_pipes/C-7,pipes.ttl,pipes.pddl,pipesProblemC-7.pddl,0.946730069,13.239940188,14.201506118, no plan,163840,-,-,-,-
456,om_planning,pipesC-8,../examples/pipes/C-8,pipesC-8.ttl,pipes.pddl,pipesProblemC-8.pddl,11.514079514,1.20479748,12.766732392, no plan,229376,399,65,132,
457,horn_planning,pipesC-8,../examples/horn_pipes/C-8,pipes.ttl,pipes.pddl,pipesProblemC-8.pddl,0.952931179,46.309316767,47.278691631, no plan,458752,-,-,-,-
458,om_planning,pipesC-9,../examples/pipes/C-9,pipesC-9.ttl,pipes.pddl,pipesProblemC-9.pddl,14.424395642,2.774322312,17.248577645, no plan,581632,479,82,166,
459,horn_planning,pipesC-9,../examples/horn_pipes/C-9,pipes.ttl,pipes.pddl,pipesProblemC-9.pddl,1.056346324,144.990417486,146.061452238, no plan,1163264,-,-,-,-
460,om_planning,pipesC-10,../examples/pipes/C-10,pipesC-10.ttl,pipes.pddl,pipesProblemC-10.pddl,15.45455833,8.286979749,23.794646525,34,1689493,560,101,204,
461,horn_planning,pipesC-10,../examples/horn_pipes/C-10,pipes.ttl,pipes.pddl,pipesProblemC-10.pddl,0.976334346,537.389608747,538.38248158,34,3517892,-,-,-,-
